Country/Region,Province/State,Lat,Long,Date,Confirmed,Recovered,Deaths
Albania,,41.1533,20.1683,2020-04-01,259,67,15
Albania,,41.1533,20.1683,2020-04-02,277,76,16
Albania,,41.1533,20.1683,2020-04-03,304,89,17
Albania,,41.1533,20.1683,2020-04-04,333,99,20
Albania,,41.1533,20.1683,2020-04-05,361,104,20
Albania,,41.1533,20.1683,2020-04-06,377,116,21
Algeria,,28.0339,1.6596,2020-01-22,0,0,0
Algeria,,28.0339,1.6596,2020-01-23,0,0,0
Algeria,,28.0339,1.6596,2020-01-24,0,0,0
Algeria,,28.0339,1.6596,2020-01-25,0,0,0
Algeria,,28.0339,1.6596,2020-01-26,0,0,0
Algeria,,28.0339,1.6596,2020-01-27,0,0,0
Algeria,,28.0339,1.6596,2020-01-28,0,0,0
Algeria,,28.0339,1.6596,2020-01-29,0,0,0
Algeria,,28.0339,1.6596,2020-01-30,0,0,0
Algeria,,28.0339,1.6596,2020-01-31,0,0,0
Algeria,,28.0339,1.6596,2020-02-01,0,0,0
Algeria,,28.0339,1.6596,2020-02-02,0,0,0
Algeria,,28.0339,1.6596,2020-02-03,0,0,0
Algeria,,28.0339,1.6596,2020-02-04,0,0,0
Algeria,,28.0339,1.6596,2020-02-05,0,0,0
Algeria,,28.0339,1.6596,2020-02-06,0,0,0
Algeria,,28.0339,1.6596,2020-02-07,0,0,0
Algeria,,28.0339,1.6596,2020-02-08,0,0,0
Algeria,,28.0339,1.6596,2020-02-09,0,0,0
Algeria,,28.0339,1.6596,2020-02-10,0,0,0
Algeria,,28.0339,1.6596,2020-02-11,0,0,0
Algeria,,28.0339,1.6596,2020-02-12,0,0,0
Algeria,,28.0339,1.6596,2020-02-13,0,0,0
Algeria,,28.0339,1.6596,2020-02-14,0,0,0
Algeria,,28.0339,1.6596,2020-02-15,0,0,0
Algeria,,28.0339,1.6596,2020-02-16,0,0,0
Algeria,,28.0339,1.6596,2020-02-17,0,0,0
Algeria,,28.0339,1.6596,2020-02-18,0,0,0
Algeria,,28.0339,1.6596,2020-02-19,0,0,0
Algeria,,28.0339,1.6596,2020-02-20,0,0,0
Algeria,,28.0339,1.6596,2020-02-21,0,0,0
Algeria,,28.0339,1.6596,2020-02-22,0,0,0
Algeria,,28.0339,1.6596,2020-02-23,0,0,0
Algeria,,28.0339,1.6596,2020-02-24,0,0,0
Algeria,,28.0339,1.6596,2020-02-25,1,0,0
Algeria,,28.0339,1.6596,2020-02-26,1,0,0
Algeria,,28.0339,1.6596,2020-02-27,1,0,0
Algeria,,28.0339,1.6596,2020-02-28,1,0,0
Algeria,,28.0339,1.6596,2020-02-29,1,0,0
Algeria,,28.0339,1.6596,2020-03-01,1,0,0
Algeria,,28.0339,1.6596,2020-03-02,3,0,0
Algeria,,28.0339,1.6596,2020-03-03,5,0,0
Algeria,,28.0339,1.6596,2020-03-04,12,0,0
Algeria,,28.0339,1.6596,2020-03-05,12,0,0
Algeria,,28.0339,1.6596,2020-03-06,17,0,0
Algeria,,28.0339,1.6596,2020-03-07,17,0,0
Algeria,,28.0339,1.6596,2020-03-08,19,0,0
Algeria,,28.0339,1.6596,2020-03-09,20,0,0
Algeria,,28.0339,1.6596,2020-03-10,20,0,0
Algeria,,28.0339,1.6596,2020-03-11,20,0,0
Algeria,,28.0339,1.6596,2020-03-12,24,8,1
Algeria,,28.0339,1.6596,2020-03-13,26,8,2
Algeria,,28.0339,1.6596,2020-03-14,37,12,3
Algeria,,28.0339,1.6596,2020-03-15,48,12,4
Algeria,,28.0339,1.6596,2020-03-16,54,12,4
Algeria,,28.0339,1.6596,2020-03-17,60,12,4
Algeria,,28.0339,1.6596,2020-03-18,74,12,7
Algeria,,28.0339,1.6596,2020-03-19,87,32,9
Algeria,,28.0339,1.6596,2020-03-20,90,32,11
Algeria,,28.0339,1.6596,2020-03-21,139,32,15
Algeria,,28.0339,1.6596,2020-03-22,201,65,17
Algeria,,28.0339,1.6596,2020-03-23,230,65,17
Algeria,,28.0339,1.6596,2020-03-24,264,24,19
Algeria,,28.0339,1.6596,2020-03-25,302,65,21
Algeria,,28.0339,1.6596,2020-03-26,367,29,25
Algeria,,28.0339,1.6596,2020-03-27,409,29,26
Algeria,,28.0339,1.6596,2020-03-28,454,31,29
Algeria,,28.0339,1.6596,2020-03-29,511,31,31
Algeria,,28.0339,1.6596,2020-03-30,584,37,35
Algeria,,28.0339,1.6596,2020-03-31,716,46,44
Algeria,,28.0339,1.6596,2020-04-01,847,61,58
Algeria,,28.0339,1.6596,2020-04-02,986,61,86
Algeria,,28.0339,1.6596,2020-04-03,1171,62,105
Algeria,,28.0339,1.6596,2020-04-04,1251,90,130
Algeria,,28.0339,1.6596,2020-04-05,1320,90,152
Algeria,,28.0339,1.6596,2020-04-06,1423,90,173
Andorra,,42.5063,1.5218,2020-01-22,0,0,0
Andorra,,42.5063,1.5218,2020-01-23,0,0,0
Andorra,,42.5063,1.5218,2020-01-24,0,0,0
Andorra,,42.5063,1.5218,2020-01-25,0,0,0
Andorra,,42.5063,1.5218,2020-01-26,0,0,0
Andorra,,42.5063,1.5218,2020-01-27,0,0,0
Andorra,,42.5063,1.5218,2020-01-28,0,0,0
Andorra,,42.5063,1.5218,2020-01-29,0,0,0
Andorra,,42.5063,1.5218,2020-01-30,0,0,0
Andorra,,42.5063,1.5218,2020-01-31,0,0,0
Andorra,,42.5063,1.5218,2020-02-01,0,0,0
Andorra,,42.5063,1.5218,2020-02-02,0,0,0
Andorra,,42.5063,1.5218,2020-02-03,0,0,0
Andorra,,42.5063,1.5218,2020-02-04,0,0,0
Andorra,,42.5063,1.5218,2020-02-05,0,0,0
Andorra,,42.5063,1.5218,2020-02-06,0,0,0
Andorra,,42.5063,1.5218,2020-02-07,0,0,0
Andorra,,42.5063,1.5218,2020-02-08,0,0,0
Andorra,,42.5063,1.5218,2020-02-09,0,0,0
Andorra,,42.5063,1.5218,2020-02-10,0,0,0
Andorra,,42.5063,1.5218,2020-02-11,0,0,0
Andorra,,42.5063,1.5218,2020-02-12,0,0,0
Andorra,,42.5063,1.5218,2020-02-13,0,0,0
Andorra,,42.5063,1.5218,2020-02-14,0,0,0
Andorra,,42.5063,1.5218,2020-02-15,0,0,0
Andorra,,42.5063,1.5218,2020-02-16,0,0,0
Andorra,,42.5063,1.5218,2020-02-17,0,0,0
Andorra,,42.5063,1.5218,2020-02-18,0,0,0
Andorra,,42.5063,1.5218,2020-02-19,0,0,0
Andorra,,42.5063,1.5218,2020-02-20,0,0,0
Andorra,,42.5063,1.5218,2020-02-21,0,0,0
Andorra,,42.5063,1.5218,2020-02-22,0,0,0
Andorra,,42.5063,1.5218,2020-02-23,0,0,0
Andorra,,42.5063,1.5218,2020-02-24,0,0,0
Andorra,,42.5063,1.5218,2020-02-25,0,0,0
Andorra,,42.5063,1.5218,2020-02-26,0,0,0
Andorra,,42.5063,1.5218,2020-02-27,0,0,0
Andorra,,42.5063,1.5218,2020-02-28,0,0,0
Andorra,,42.5063,1.5218,2020-02-29,0,0,0
Andorra,,42.5063,1.5218,2020-03-01,0,0,0
Andorra,,42.5063,1.5218,2020-03-02,1,0,0
Andorra,,42.5063,1.5218,2020-03-03,1,0,0
Andorra,,42.5063,1.5218,2020-03-04,1,0,0
Andorra,,42.5063,1.5218,2020-03-05,1,0,0
Andorra,,42.5063,1.5218,2020-03-06,1,0,0
Andorra,,42.5063,1.5218,2020-03-07,1,0,0
Andorra,,42.5063,1.5218,2020-03-08,1,0,0
Andorra,,42.5063,1.5218,2020-03-09,1,0,0
Andorra,,42.5063,1.5218,2020-03-10,1,0,0
Andorra,,42.5063,1.5218,2020-03-11,1,0,0
Andorra,,42.5063,1.5218,2020-03-12,1,1,0
Andorra,,42.5063,1.5218,2020-03-13,1,0,0
Andorra,,42.5063,1.5218,2020-03-14,1,1,0
Andorra,,42.5063,1.5218,2020-03-15,1,1,0
Andorra,,42.5063,1.5218,2020-03-16,2,1,0
Andorra,,42.5063,1.5218,2020-03-17,39,1,0
Andorra,,42.5063,1.5218,2020-03-18,39,1,0
Andorra,,42.5063,1.5218,2020-03-19,53,1,0
Andorra,,42.5063,1.5218,2020-03-20,75,1,0
Andorra,,42.5063,1.5218,2020-03-21,88,1,0
Andorra,,42.5063,1.5218,2020-03-22,113,1,1
Andorra,,42.5063,1.5218,2020-03-23,133,1,1
Andorra,,42.5063,1.5218,2020-03-24,164,1,1
Andorra,,42.5063,1.5218,2020-03-25,188,1,1
Andorra,,42.5063,1.5218,2020-03-26,224,1,3
Andorra,,42.5063,1.5218,2020-03-27,267,1,3
Andorra,,42.5063,1.5218,2020-03-28,308,1,3
Andorra,,42.5063,1.5218,2020-03-29,334,1,6
Andorra,,42.5063,1.5218,2020-03-30,370,10,8
Andorra,,42.5063,1.5218,2020-03-31,376,10,12
Andorra,,42.5063,1.5218,2020-04-01,390,10,14
Andorra,,42.5063,1.5218,2020-04-02,428,10,15
Andorra,,42.5063,1.5218,2020-04-03,439,16,16
Andorra,,42.5063,1.5218,2020-04-04,466,21,17
Andorra,,42.5063,1.5218,2020-04-05,501,26,18
Andorra,,42.5063,1.5218,2020-04-06,525,31,21
Angola,,-11.2027,17.8739,2020-01-22,0,0,0
Angola,,-11.2027,17.8739,2020-01-23,0,0,0
Angola,,-11.2027,17.8739,2020-01-24,0,0,0
Angola,,-11.2027,17.8739,2020-01-25,0,0,0
Angola,,-11.2027,17.8739,2020-01-26,0,0,0
Angola,,-11.2027,17.8739,2020-01-27,0,0,0
Angola,,-11.2027,17.8739,2020-01-28,0,0,0
Angola,,-11.2027,17.8739,2020-01-29,0,0,0
Angola,,-11.2027,17.8739,2020-01-30,0,0,0
Angola,,-11.2027,17.8739,2020-01-31,0,0,0
Angola,,-11.2027,17.8739,2020-02-01,0,0,0
Angola,,-11.2027,17.8739,2020-02-02,0,0,0
Angola,,-11.2027,17.8739,2020-02-03,0,0,0
Angola,,-11.2027,17.8739,2020-02-04,0,0,0
Angola,,-11.2027,17.8739,2020-02-05,0,0,0
Angola,,-11.2027,17.8739,2020-02-06,0,0,0
Angola,,-11.2027,17.8739,2020-02-07,0,0,0
Angola,,-11.2027,17.8739,2020-02-08,0,0,0
Angola,,-11.2027,17.8739,2020-02-09,0,0,0
Angola,,-11.2027,17.8739,2020-02-10,0,0,0
Angola,,-11.2027,17.8739,2020-02-11,0,0,0
Angola,,-11.2027,17.8739,2020-02-12,0,0,0
Angola,,-11.2027,17.8739,2020-02-13,0,0,0
Angola,,-11.2027,17.8739,2020-02-14,0,0,0
Angola,,-11.2027,17.8739,2020-02-15,0,0,0
Angola,,-11.2027,17.8739,2020-02-16,0,0,0
Angola,,-11.2027,17.8739,2020-02-17,0,0,0
Angola,,-11.2027,17.8739,2020-02-18,0,0,0
Angola,,-11.2027,17.8739,2020-02-19,0,0,0
Angola,,-11.2027,17.8739,2020-02-20,0,0,0
Angola,,-11.2027,17.8739,2020-02-21,0,0,0
Angola,,-11.2027,17.8739,2020-02-22,0,0,0
Angola,,-11.2027,17.8739,2020-02-23,0,0,0
Angola,,-11.2027,17.8739,2020-02-24,0,0,0
Angola,,-11.2027,17.8739,2020-02-25,0,0,0
Angola,,-11.2027,17.8739,2020-02-26,0,0,0
Angola,,-11.2027,17.8739,2020-02-27,0,0,0
Angola,,-11.2027,17.8739,2020-02-28,0,0,0
Angola,,-11.2027,17.8739,2020-02-29,0,0,0
Angola,,-11.2027,17.8739,2020-03-01,0,0,0
Angola,,-11.2027,17.8739,2020-03-02,0,0,0
Angola,,-11.2027,17.8739,2020-03-03,0,0,0
Angola,,-11.2027,17.8739,2020-03-04,0,0,0
Angola,,-11.2027,17.8739,2020-03-05,0,0,0
Angola,,-11.2027,17.8739,2020-03-06,0,0,0
Angola,,-11.2027,17.8739,2020-03-07,0,0,0
Angola,,-11.2027,17.8739,2020-03-08,0,0,0
Angola,,-11.2027,17.8739,2020-03-09,0,0,0
Angola,,-11.2027,17.8739,2020-03-10,0,0,0
Angola,,-11.2027,17.8739,2020-03-11,0,0,0
Angola,,-11.2027,17.8739,2020-03-12,0,0,0
Angola,,-11.2027,17.8739,2020-03-13,0,0,0
Angola,,-11.2027,17.8739,2020-03-14,0,0,0
Angola,,-11.2027,17.8739,2020-03-15,0,0,0
Angola,,-11.2027,17.8739,2020-03-16,0,0,0
Angola,,-11.2027,17.8739,2020-03-17,0,0,0
Angola,,-11.2027,17.8739,2020-03-18,0,0,0
Angola,,-11.2027,17.8739,2020-03-19,0,0,0
Angola,,-11.2027,17.8739,2020-03-20,1,0,0
Angola,,-11.2027,17.8739,2020-03-21,2,0,0
Angola,,-11.2027,17.8739,2020-03-22,2,0,0
Angola,,-11.2027,17.8739,2020-03-23,3,0,0
Angola,,-11.2027,17.8739,2020-03-24,3,0,0
Angola,,-11.2027,17.8739,2020-03-25,3,0,0
Angola,,-11.2027,17.8739,2020-03-26,4,0,0
Angola,,-11.2027,17.8739,2020-03-27,4,0,0
Angola,,-11.2027,17.8739,2020-03-28,5,0,0
Angola,,-11.2027,17.8739,2020-03-29,7,0,2
Angola,,-11.2027,17.8739,2020-03-30,7,0,2
Angola,,-11.2027,17.8739,2020-03-31,7,1,2
Angola,,-11.2027,17.8739,2020-04-01,8,1,2
Angola,,-11.2027,17.8739,2020-04-02,8,1,2
Angola,,-11.2027,17.8739,2020-04-03,8,1,2
Angola,,-11.2027,17.8739,2020-04-04,10,2,2
Angola,,-11.2027,17.8739,2020-04-05,14,2,2
Angola,,-11.2027,17.8739,2020-04-06,16,2,2
Antigua and Barbuda,,17.0608,-61.7964,2020-01-22,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-23,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-24,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-25,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-26,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-27,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-28,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-29,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-30,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-01-31,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-01,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-02,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-03,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-04,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-05,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-06,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-07,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-08,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-09,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-10,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-11,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-12,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-13,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-14,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-15,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-16,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-17,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-18,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-19,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-20,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-21,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-22,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-23,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-24,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-25,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-26,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-27,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-28,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-02-29,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-01,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-02,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-03,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-04,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-05,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-06,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-07,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-08,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-09,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-10,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-11,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-12,0,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-13,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-14,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-15,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-16,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-17,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-18,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-19,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-20,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-21,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-22,1,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-23,3,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-24,3,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-25,3,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-26,7,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-27,7,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-28,7,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-29,7,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-30,7,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-03-31,7,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-04-01,7,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-04-02,9,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-04-03,15,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-04-04,15,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-04-05,15,0,0
Antigua and Barbuda,,17.0608,-61.7964,2020-04-06,15,0,0
Argentina,,-38.4161,-63.6167,2020-01-22,0,0,0
Argentina,,-38.4161,-63.6167,2020-01-23,0,0,0
Argentina,,-38.4161,-63.6167,2020-01-24,0,0,0
Argentina,,-38.4161,-63.6167,2020-01-25,0,0,0
Argentina,,-38.4161,-63.6167,2020-01-26,0,0,0
Argentina,,-38.4161,-63.6167,2020-01-27,0,0,0
Argentina,,-38.4161,-63.6167,2020-01-28,0,0,0
